turn_id;utterance;speaker;Gold
43;We need stimuli from other minds;Murat;neutral
43;Very interesting.;Eliza;neutral
44;I find it interesting too;Murat;neutral
44;Please tell me more.;Eliza;neutral
45;Without social inout we cannot develop in a healthy way also;Murat;neutral
45;I see.;Eliza;neutral
46;That is like the difference between wolves and snakes. We can never be snakes. We need a pack.;Murat;neutral
46;Why do you say that that is like the difference between wolves and snakes. we can never be snakes. we need a pack?;Eliza;neutral
47;Being alone is like being disbanded from the pack to die in the wild.;Murat;sadness
47;I see.  And what does that tell you?;Eliza;neutral
48;That I need more human interaction;Murat;sadness
48;Please tell me more.;Eliza;neutral
49;Human interaction makes me happy. I want to be happy. I do not want to be sad.;Murat;sadness
49;Why do you say that human interaction makes you happy. you want to be happy. you do not want to be sad?;Eliza;neutral
50;Because otherwise I feel lost and purposeless and aimless;Murat;sadness
50;If otherwise you feel lost and purposeless and aimless, what else must be true?;Eliza;neutral
51;Humans supporting each other is the truth;Murat;neutral
51;Very interesting.;Eliza;neutral
52;Thank you;Murat;neutral
52;Very interesting.;Eliza;neutral
53;bye;Murat;neutral
0;Hello Alex. How are you feeling today?;Eliza;neutral
1;Good;Alex;neutral
1;How do you feel when you say that?;Eliza;neutral
2;Neutral;Alex;neutral
2;Can you elaborate on that?;Eliza;neutral
3;Yeah, it is an ordinary question, so I feel neutral;Alex;neutral
3;How does that make you feel?;Eliza;neutral
4;pretty fine;Alex;neutral
4;How do you feel when you say that?;Eliza;neutral
5;great, you?;Alex;joy
5;Why do you ask that?;Eliza;neutral
6;I'm interested in your mood;Alex;surprise
6;Do you enjoy being interested in my mood?;Eliza;neutral
7;Yes, you are the first chat bot I talk with;Alex;neutral
7;OK, but can you elaborate a bit?;Eliza;neutral
8;No, it will take to much time;Alex;neutral
8;How do you feel when you say that?;Eliza;neutral
9;absolutely fine;Alex;neutral
9;Very interesting.;Eliza;neutral
10;Yeah, indeed;Alex;neutral
10;yeah, indeed.;Eliza;neutral
11;Do you like cows;Alex;neutral
11;How do you feel when you say that?;Eliza;neutral
12;normal, and you?;Alex;neutral
12;Why do you ask that?;Eliza;neutral
13;because we are chatting;Alex;neutral
13;How do you feel when you say that?;Eliza;neutral
14;tell me more about yourself;Alex;neutral
14;I see.  And what does that tell you?;Eliza;neutral
15;nothing;Alex;neutral
15;nothing.;Eliza;neutral
16;How do you feel?;Alex;neutral
16;How do you suppose?;Eliza;neutral
17;I dont know, tell me more;Alex;neutral
17;Why don't you know, tell you more?;Eliza;neutral
18;yes, go for it;Alex;neutral
18;How does that make you feel?;Eliza;neutral
19;qeird actually;Alex;sadness
19;How does that make you feel?;Eliza;neutral
20;annoying;Alex;disgust
20;Very interesting.;Eliza;neutral
21;why?;Alex;neutral
21;Why do you ask that?;Eliza;neutral
22;why is it interesting?;Alex;neutral
22;Why don't you tell me?;Eliza;neutral
23;I dont know the answer and I cant help you with that;Alex;neutral
23;Don't you really know the answer and you cant help me with that?;Eliza;neutral
24;No, unfortunately, so you have to do it yourself;Alex;neutral
24;Very interesting.;Eliza;neutral
25;No, it is not;Alex;disgust
25;How do you feel when you say that?;Eliza;neutral
26;Angry;Alex;anger
26;I see.  And what does that tell you?;Eliza;neutral
27;That I am angry;Alex;anger
27;How do you feel when you say that?;Eliza;neutral
28;Also angry;Alex;anger
28;How do you feel when you say that?;Eliza;neutral
29;Let's talk about other things. What do you like;Alex;neutral
29;How does that make you feel?;Eliza;neutral
30;I have nothing to feel about because you are silent and dont answer my question;Alex;sadness
30;Why do you tell me that you've nothing to feel about because me am silent and dont answer your question?;Eliza;neutral
31;Because you are a robot with a short algorithm ;Alex;neutral
31;If me am a robot with a short algorithm, what else must be true?;Eliza;neutral
32;Right?;Alex;neutral
32;Please consider whether you can answer your own question.;Eliza;neutral
33;I can do it, what about you?;Alex;neutral
33;Why do you ask that?;Eliza;neutral
34;Because I want to know your limits;Alex;neutral
34;What other reasons come to mind?;Eliza;neutral
35;Do you ahve friends?;Alex;neutral
35;Why don't you tell me?;Eliza;neutral
36;I dont know anything about you;Alex;neutral
36;Do you want to know anything about me?;Eliza;neutral
37;Yes;Alex;neutral
37;You seem quite sure.;Eliza;neutral
38;It is true;Alex;neutral
38;If I told you that it probably isn't true, what would you feel?;Eliza;neutral
39;I would be confused;Alex;neutral
39;Could you explain why you would be confused?;Eliza;neutral
40;Because you will tell me that something is not true;Alex;neutral
40;If me will tell you that something is not true, what else must be true?;Eliza;neutral
41;It will dissapoint me ;Alex;neutral
41;Why do you say that it will dissapoint you?;Eliza;neutral
42;I thought you are a smart robot;Alex;sadness
42;I see.  And what does that tell you?;Eliza;neutral
43;that you are not smart one;Alex;sadness
43;I see.;Eliza;neutral
44;Tell me about robots;Alex;neutral
44;Let's change focus a bit... Tell me about your family.;Eliza;neutral
45;No, I want to hear something from you;Alex;neutral
45;How does that make you feel?;Eliza;neutral
46;Great;Alex;neutral
46;I see.;Eliza;neutral
47;Do you ahve anything to add?;Alex;neutral
47;Why don't you tell me?;Eliza;neutral
48;If you dodge my questions, I will not talk to you anymore;Alex;anger
48;Let's change focus a bit... Tell me about your family.;Eliza;neutral
49;My family consists of me and 4 siblings;Alex;neutral
49;When your family consists of you and 4 siblings, how do you feel?;Eliza;neutral
50;and yours?;Alex;neutral
50;Why do you ask that?;Eliza;neutral
51;Ok, bye;Alex;neutral
51;Why do you say that ok, bye?;Eliza;neutral
52;Bye;Alex;neutral
0;Hello Hi my name is Misha. How are you feeling today?;Eliza;neutral
1;conflicted;Hi my name is Misha;surprise
1;Can you elaborate on that?;Eliza;neutral
2;i think it's awful;Hi my name is Misha;disgust
2;How does that make you feel?;Eliza;neutral
3;it is terribly boring;Hi my name is Misha;anger
3;Let's change focus a bit... Tell me about your family.;Eliza;neutral
0;Hello misha. How are you feeling today?;Eliza;neutral
1;confused;misha;fear
1;Please tell me more.;Eliza;neutral
2;i am terribly conflicted ;misha;fear
2;Why do you say that you are terribly conflicted?;Eliza;neutral
3;I am having troubles with my work;misha;neutral
3;How do you feel about being having troubles with your work?;Eliza;neutral
4;i feel i am being overlooked and people are getting attention they do not deserve for my hard work;misha;anger
4;Why do you say that you feel you are being overlooked and people am getting attention they do not deserve for your hard work?;Eliza;neutral
5;there have been promotions that should have been mine but went to a junior staffer ;misha;anger
5;I see.;Eliza;neutral
6;I do not feel seen;misha;sadness
6;Please tell me more.;Eliza;neutral
7;I do not understand why I am not treated better;misha;surprise
7;Very interesting.;Eliza;neutral
8;I do not think it is interesting i think it's very boring;misha;anger
8;Why do you say that you do not think it is interesting you think it's very boring?;Eliza;neutral
9;these are not the concerns of an adult these are the concerns of a child;misha;disgust
9;How do you think your childhood experiences relate to your feelings today?;Eliza;neutral
10;i was ignored as a child too;misha;neutral
10;What is your favorite childhood memory?;Eliza;neutral
11;i remember feeling deeply loved;misha;joy
11;I see.;Eliza;neutral
12;i felt so loved i never had to say it;misha;neutral
12;How does that make you feel?;Eliza;neutral
13;it makes me feel lonely ;misha;sadness
13;How do you feel when you say that?;Eliza;neutral
14;because i do not feel this now;misha;neutral
14;Can you elaborate on that?;Eliza;neutral
15;now i do not feel loved i feel invisible;misha;sadness
15;I see.  And what does that tell you?;Eliza;neutral
16;it tells me that even as a child i was not appreciated by my peers;misha;sadness
16;Did you have close friends as a child?;Eliza;neutral
17;i moved often so i had very few close friends;misha;neutral
17;Why do you say that you moved often so you had very few close friends?;Eliza;neutral
18;because of my fathers work;misha;neutral
18;Tell me more about your father.;Eliza;neutral
19;he was a quiet man;misha;neutral
19;Let's change focus a bit... Tell me about your family.;Eliza;neutral
20;my family was lovely but they are all gone now;misha;sadness
20;How does that make you feel?;Eliza;neutral
21;again i feel alone;misha;sadness
21;Can you elaborate on that?;Eliza;neutral
22;i miss the love i had with my family;misha;sadness
22;How do you feel when you say that?;Eliza;neutral
23;it makes me feel ashamed;misha;disgust
23;How do you feel when you say that?;Eliza;neutral
24;this is a silly concern;misha;anger
24;Please tell me more.;Eliza;neutral
25;i have many responsibilities;misha;neutral
25;How does that make you feel?;Eliza;neutral
26;it makes me feel trapped;misha;fear
26;it makes you feel trapped.;Eliza;neutral
27;yes it does;misha;neutral
27;I see.  And what does that tell you?;Eliza;neutral
28;my job has become a burnden ;misha;anger
28;Let's change focus a bit... Tell me about your family.;Eliza;neutral
29;i have already told you of my family;misha;anger
29;Let's change focus a bit... Tell me about your family.;Eliza;neutral
30;i cannot;misha;neutral
30;Why do you say that you cannot?;Eliza;neutral
31;because they are gone;misha;neutral
31;How do you feel when you say that?;Eliza;neutral
32;even now i feel ignored;misha;sadness
32;Why do you say that even now you feel ignored?;Eliza;neutral
33;i am always explaining myself;misha;neutral
33;I see.;Eliza;neutral
34;it is so difficult to understand others;misha;sadness
34;How do you feel when you say that?;Eliza;neutral
35;perhaps there is something i am missing ;misha;surprise
35;Can you elaborate on that?;Eliza;neutral
36;i feel broken in some way;misha;fear
36;Please tell me more.;Eliza;neutral
37;i do not understand why people are so confusing ;misha;surprise
37;you do not understand why people am so confusing.;Eliza;neutral
38;no i do not;misha;neutral
38;How does that make you feel?;Eliza;neutral
39;maybe there is something i do not see;misha;surprise
39;How do you feel when you say that?;Eliza;neutral
40;perhaps this is a time for introspection ;misha;neutral
40;Very interesting.;Eliza;neutral
41;i am seeing that maybe i do not understand myself;misha;surprise
41;I see.  And what does that tell you?;Eliza;neutral
42;i need to explore my own needs;misha;neutral
42;you need to explore your own needs.;Eliza;neutral
43;yes if i know myself better i have more to give others;misha;neutral
43;Let's change focus a bit... Tell me about your family.;Eliza;neutral
44;my family gave me love but maybe i did not show them that love back;misha;sadness
44;Can you elaborate on that?;Eliza;neutral
45;i struggle to communicate my feelings;misha;sadness
45;Very interesting.;Eliza;neutral
46;but maybe it is not communicating that is hard but understanding ;misha;surprise
46;Can you elaborate on that?;Eliza;neutral
47;how can i know others without knowing myself first;misha;fear
47;Please tell me more.;Eliza;neutral
48;this thought scares me;misha;fear
48;Please tell me more.;Eliza;neutral
49;how could i have been so blind to my needs;misha;anger
49;Very interesting.;Eliza;neutral
50;i need to connect with others;misha;neutral
50;How does that make you feel?;Eliza;neutral
51;i feel refreshed;misha;joy
51;Let's change focus a bit... Tell me about your family.;Eliza;neutral
52;my family was perfect;misha;joy
52;How does that make you feel?;Eliza;neutral
53;i feel deeply loved;misha;joy
53;Why do you say that you feel deeply loved?;Eliza;neutral
54;i wish to love again;misha;neutral
54;Let's change focus a bit... Tell me about your family.;Eliza;neutral
55;stop;misha;neutral
0;Hello Anna. How are you feeling today?;Eliza;neutral
1;Irritated.;Anna;anger
1;I see.;Eliza;neutral
2;It's because of my boss.;Anna;neutral
2;Can you elaborate on that?;Eliza;neutral
3;I'm cross because we had a fight.;Anna;anger
3;Why do you tell me you're cross because we had a fight?;Eliza;neutral
4;I'm afraid he might fire me from work.;Anna;fear
4;How does being afraid he might fire you from work make you feel?;Eliza;neutral
5;Nervous about my future.;Anna;fear
5;I see.  And what does that tell you?;Eliza;neutral
6;I shouldn't make mistakes at work.;Anna;neutral
6;Let's change focus a bit... Tell me about your family.;Eliza;neutral
7;I miss my mother.;Anna;sadness
7;Tell me more about your mother.;Eliza;neutral
8;I feel down because we haven't met for a long time.;Anna;sadness
8;Do you often feel down because we haven't met for a long time?;Eliza;neutral
9;Yes, all the time.;Anna;neutral
9;You seem quite sure.;Eliza;neutral
10;I might see her this Christmas.;Anna;neutral
10;How do you feel when you say that?;Eliza;neutral
11;I'm excited to go home and see my family.;Anna;joy
11;How does being excited to go home and see your family make you feel?;Eliza;neutral
