ID	Tweet	Label	Score
21073	@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt	fear	0.208
21074	.@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL	fear	0.208
21075	@Coyblake6 @ChloeCramphorn hahahaa you know coy!	fear	0.208
21076	Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour	fear	0.208
21077	Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant	fear	0.208
21078	Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation	fear	0.200
21079	@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around	fear	0.200
21080	I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation	fear	0.188
21081	Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer	fear	0.188
21082	I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. 	fear	0.188
21083	@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake	fear	0.188
21084	If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop 	fear	0.188
21085	It's not always how you #start it's how you #FINISH	fear	0.188
21086	My mind always seems to work its best at night 	fear	0.188
21087	I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week	fear	0.188
21088	^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^	fear	0.188
21089	@Zen1dfabflake You are all our angelic comrades! 	fear	0.188
21090	@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7	fear	0.188
21091	@NativeApprops @SBShear @HuffingtonPost Shew. That was 	fear	0.188
21092	Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com	fear	0.188
21093	Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart	fear	0.188
21094	@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍	fear	0.188
21095	@frecklybellamy the walking dead, mr robot, american horror story, merlin	fear	0.188
21096	@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.	fear	0.184
21097	shake fries	fear	0.181
21098	@aidankerrpol I think you should do. Get the fashion police involved. 	fear	0.169
21099	#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm	fear	0.169
21100	Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success	fear	0.167
21101	#start ur day wit a smile\n#buviobby	fear	0.167
21102	Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited 	fear	0.167
21103	@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!	fear	0.167
21104	@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke	fear	0.167
21105	So is texting a guy 'I'm ready for sex now' considered flirting?' 	fear	0.167
21106	@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! 	fear	0.167
21107	Not setting an alarm to nap &gt;&gt;	fear	0.160
21108	@tannerfox awe cnt wait to see	fear	0.160
21109	This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon	fear	0.157
21110	@FraserKeegan just had a steak pie supper #tremendous	fear	0.146
21111	mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!	fear	0.146
21112	Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau	fear	0.146
21113	Some serious hip shaking going on tonight 😜	fear	0.146
21114	It's so funny cause Cooper's going to go farther than the people who bully her	fear	0.146
21115	@casillasbreanna awe thanks girl 😊😊	fear	0.146
21116	Can't start a good day without a cup of tea! \n\n #tea  #day #goodday	fear	0.146
21117	Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory	fear	0.146
21118	should I #start posting #photos?	fear	0.146
21119	I can be so shy but once I come out of my shell that's it 😂	fear	0.146
21120	@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻	fear	0.146
21121	My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe	fear	0.142
21122	my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕	fear	0.140
21123	@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?	fear	0.140
21124	@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!	fear	0.134
21125	Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.	fear	0.125
21126	@Zen1dfabflake You are all our angelic comrades! #flutter	fear	0.125
21127	Lets start there	fear	0.125
21128	When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords	fear	0.125
21129	It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista 	fear	0.125
21130	I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol 	fear	0.125
21131	#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer	fear	0.125
21132	When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords	fear	0.125
21133	Jeans with fake pockets 	fear	0.125
21134	Georgia Tech's Secondary is as soft as a marshmallow. 	fear	0.125
21135	@bothsocial Thanks for the follow! Hope you’re having a terrific day!	fear	0.108
21136	Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday	fear	0.104
21137	@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.	fear	0.104
21138	i've been rooting for him since the beginning  #BB18	fear	0.104
21139	@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀	fear	0.104
21140	Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...	fear	0.104
21141	That goes the 	fear	0.104
21142	Pull over #tonight and make your car #shake 😋💦	fear	0.104
21143	@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️	fear	0.083
21144	@FraserKeegan just had a steak pie supper 	fear	0.083
21145	@annalisewrobel_ awe thank you so much love 💕	fear	0.062
21146	Omg he kissed her🙈  #w	fear	0.062
30000	Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious	joy	0.980
30001	Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂	joy	0.958
30002	Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️	joy	0.940
30003	@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕	joy	0.938
30004	I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.	joy	0.938
30005	Today I reached 1000 subscribers on YT!! , #goodday, #thankful	joy	0.926
30006	@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile	joy	0.924
30007	#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark	joy	0.922
30008	Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much 	joy	0.920
30009	@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot	joy	0.917
30010	I'm just still . So happy .\nA blast	joy	0.917
30011	It's meant to be!! #happy #happy	joy	0.917
30012	💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18	joy	0.917
30013	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 	joy	0.917
30014	😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	joy	0.900
30015	@iamTinaDatta love you so much #smile 😊😊	joy	0.896
30016	@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!	joy	0.896
30017	2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling	joy	0.880
30018	@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 珞	joy	0.879
30019	@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.	joy	0.877
30020	@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious	joy	0.875
30021	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious	joy	0.875
30022	now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay	joy	0.875
30023	Online now !!!:) all day come play with me !! I'm happy happy horny playful sweet sour;)	joy	0.875
30024	@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter	joy	0.872
30025	@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday 	joy	0.868
30026	@WSJNordics You make the world a more joyful place. #TheNiceBot	joy	0.864
30027	Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:)	joy	0.863
30028	@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  	joy	0.860
30029	It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting	joy	0.860
30030	Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice	joy	0.860
30031	@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again)	joy	0.854
30032	LOVE LOVE LOVE  #fun #relaxationiskey	joy	0.854
30033	This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!	joy	0.854
30034	I #love to #laugh and share #laughter as way to share #joy	joy	0.854
30035	second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering	joy	0.854
30036	I'm such a fan of endless #laughter with #friends and enjoying #happiness together. #FridayFeeling #weekend	joy	0.854
30037	the thought of you gets me through my day. the thought of your smile never fails at making me smile 💚	joy	0.854
30038	Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful	joy	0.849
30039	Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious	joy	0.846
